account,date,dunk_line,punch,target,source,views,video_id
democrats,20230831,Who are you talking to right now?,up (powerful figure),MAGA supporters,sound,17900,7273567279865023787
democrats,20230913,We see right through Kevin McCarthy.,up (powerful figure),Kevin McCarthy,caption,40900,7278316106119466283
democrats,20230913,"Oh my God, really?",up (powerful figure),Kevin McCarthy's impeachment inquiry,speech,40900,7278316106119466283
democrats,20230913,"Oh my gosh, you know, oh, it's devastating.",up (powerful figure),Kevin McCarthy's impeachment inquiry,speech,40900,7278316106119466283
democrats,20230913,"Ooh, don't do it. Please, don't do it.",up (powerful figure),Kevin McCarthy's impeachment inquiry,speech,40900,7278316106119466283
democrats,20230913,"Oh no, oh no.",up (powerful figure),Kevin McCarthy's impeachment inquiry,speech,40900,7278316106119466283
democrats,20230913,"Once again, Kevin McCarthy doesn’t have the votes.",up (powerful figure),Kevin McCarthy,caption,23800,7278353231284309294
democrats,20230913,"I crashed my car into the bridge I don't care, I love it",up (powerful figure),Kevin McCarthy,sound,23800,7278353231284309294
democrats,20230914,extreme MAGA base,up (powerful figure),Donald Trump's supporters,caption,40700,7278810386248387883
democrats,20230914,MAGA Republican,up (powerful figure),Republican presidential candidates,overlay,40700,7278810386248387883
democrats,20230914,who's the OG MAGA extremist 🤨,up (powerful figure),Donald Trump,overlay,40700,7278810386248387883
democrats,20230915,Dark Brandon,up (powerful figure),political opponents,overlay,25800,7279052648161021227
democrats,20230917,Extremely rare Gaetz W.,up (powerful figure),Matt Gaetz,caption,34900,7279911963981778219
democrats,20230917,"Kevin McCarthy Is a Sad, Pathetic Man Who Lies To Hold Onto Power",up (powerful figure),Kevin McCarthy,overlay,34900,7279911963981778219
democrats,20230917,KEVIN MCCARTHY IS PATHETIC,up (powerful figure),Kevin McCarthy,overlay,34900,7279911963981778219
democrats,20230917,Heartbreaking: The Worst Person You Know Just Made A Great Point,up (powerful figure),Matt Gaetz,overlay,34900,7279911963981778219
democrats,20230919,No Malarkey found in this mug.,up (powerful figure),Donald Trump,caption,1500000,7280660174178618670
democrats,20230919,But he won't.,up (powerful figure),Donald Trump,overlay,1500000,7280660174178618670
democrats,20230921,"Time to unpin that tweet, Kevin McCarthy.",up (powerful figure),Kevin McCarthy,caption,85300,7281416167120489770
democrats,20230921,I never quit.,up (powerful figure),Kevin McCarthy,overlay,85300,7281416167120489770
democrats,20230921,Never back down,up (powerful figure),Kevin McCarthy,sound,85300,7281416167120489770
democrats,20230921,Never give up,up (powerful figure),Kevin McCarthy,sound,85300,7281416167120489770
democrats,20230927,"If there’s a government shut down, you can thank House Republicans.",lateral (institution),House Republicans,caption,23200,7283521737717845278
democrats,20230927,Republicans getting ready to shut down the government over partisan demands,lateral (institution),Republicans,overlay,23200,7283521737717845278
democrats,20230927,"You do whatever you like. We can't condone anything of the sort. No, we can't.",lateral (institution),Republicans,sound,23200,7283521737717845278
democrats,20230927,DeSaster.,up (powerful figure),Ron DeSantis,caption,423100,7283622128736357662
democrats,20230927,20 painful seconds of Ron DeSantis being Ron DeSantis,up (powerful figure),Ron DeSantis,overlay,423100,7283622128736357662
democrats,20230927,DESANTIS FOR PRESIDENT,up (powerful figure),Ron DeSantis,overlay,423100,7283622128736357662
democrats,20230927,why are you weird why are you this way,up (powerful figure),Ron DeSantis,sound,67200,7283653412070100254
democrats,20230928,"Don't compare me to the Almighty, compare me to the alternative.",up (powerful figure),the alternative,speech,76600,7283675788833033503
democrats,20230928,Our MAGA opponents on the debate stage want to raise costs for working families in order to protect special interests and the ultra-wealthy.,up (powerful figure),MAGA opponents,speech,76600,7283675788833033503
democrats,20230928,Unbearable.,up (powerful figure),The Republican candidates debating,caption,52300,7283719613618097439
democrats,20230928,the sound in my head while listening to these MAGA extremists go at it 😬,up (powerful figure),The Republican candidates debating,overlay,52300,7283719613618097439
democrats,20230928,What was I made for?,up (powerful figure),Republican presidential candidates,sound,283900,7283955922316102942
democrats,20230928,"not to be president, that's for sure.",up (powerful figure),Republican presidential candidates,overlay,283900,7283955922316102942
democrats,20230929,I like my coffee dark.,up (powerful figure),political opponents,overlay,58800,7284333757694283038
democrats,20231003,The end of a short era.,up (powerful figure),Kevin McCarthy,caption,536600,7285861592821026078
democrats,20231003,the day the music died.,up (powerful figure),Kevin McCarthy,overlay,536600,7285861592821026078
democrats,20231003,making him the shortest-serving since 1876.,up (powerful figure),Kevin McCarthy,overlay,536600,7285861592821026078
democrats,20231003,The day the music died and they were singing bye-bye,up (powerful figure),Kevin McCarthy,sound,536600,7285861592821026078
democrats,20231003,Oof.,up (powerful figure),Kevin McCarthy,caption,90000,7285875710231694622
democrats,20231003,"After 15 tries, Kevin McCarthy secured himself the title of Speaker of the House by handing power over to the most extreme MAGA Republicans.",up (powerful figure),Kevin McCarthy,overlay,90000,7285875710231694622
democrats,20231003,McCarthy making history: most votes to become Speaker then proceeds to lose his job in record time,up (powerful figure),Kevin McCarthy,overlay,90000,7285875710231694622
democrats,20231004,"Hi, this is Kevin McCarthy!",up (powerful figure),Kevin McCarthy,overlay,1300000,7285893225229946143
democrats,20231004,Before my party ousted me as Speaker 😜,up (powerful figure),Kevin McCarthy,overlay,1300000,7285893225229946143
democrats,20231004,After my party ousted me as Speaker 😥,up (powerful figure),Kevin McCarthy,overlay,1300000,7285893225229946143
democrats,20231004,The generation of conservative flops.,up (powerful figure),"Paul Ryan, Eric Cantor, and Kevin McCarthy",caption,263200,7286208375937830175
democrats,20231004,"It took McCarthy 15 votes to become speaker, only to be ousted 269 days later.",up (powerful figure),Kevin McCarthy,overlay,263200,7286208375937830175
democrats,20231004,Ryan tried to repeal the Affordable Care Act and failed.,up (powerful figure),Paul Ryan,overlay,263200,7286208375937830175
democrats,20231004,"He announced his retirement in 2018, and Republicans lost 41 seats that year.",up (powerful figure),Paul Ryan,overlay,263200,7286208375937830175
democrats,20231004,"Cantor lost his bid for reelection in a primary, and resigned as House majority leader.",up (powerful figure),Eric Cantor,overlay,263200,7286208375937830175
democrats,20231004,I got guns in my head and they won't go,up (powerful figure),"Paul Ryan, Eric Cantor, and Kevin McCarthy",sound,263200,7286208375937830175
democrats,20231004,Remembering McCarthy’s Speakership (2023-2023) 🙏,up (powerful figure),Kevin McCarthy,caption,1300000,7286256646769216798
democrats,20231004,Begging for support from extreme MAGA Republicans,up (powerful figure),Kevin McCarthy,overlay,1300000,7286256646769216798
democrats,20231004,Losing 14 votes for speaker of the House,up (powerful figure),Kevin McCarthy,overlay,1300000,7286256646769216798
democrats,20231004,Finally winning the speakership after handing over control to MAGA Republicans,up (powerful figure),Kevin McCarthy,overlay,1300000,7286256646769216798
democrats,20231004,...but caved to President Biden,up (powerful figure),Kevin McCarthy,overlay,1300000,7286256646769216798
democrats,20231004,House Republicans plunging into chaos,lateral (institution),House Republicans,overlay,1300000,7286256646769216798
democrats,20231004,Losing the speakership after 269 days,up (powerful figure),Kevin McCarthy,overlay,1300000,7286256646769216798
democrats,20231004,But never thought I'd walk away With so much joy,up (powerful figure),Kevin McCarthy,sound,1300000,7286256646769216798
democrats,20231005,That's above my pay grade.,lateral (institution),Republican Party,overlay,453600,7286488501971963167
democrats,20231005,McCarthy could never.,up (powerful figure),Kevin McCarthy,caption,242400,7286551342380764446
democrats,20231005,I'm just better than you,up (powerful figure),Kevin McCarthy,sound,242400,7286551342380764446
democrats,20231005,MAGA Republicans offer nothing but chaos.,lateral (institution),MAGA Republicans,caption,133300,7286595350389935391
democrats,20231005,Bring it on.,up (powerful figure),Kevin McCarthy,overlay,133300,7286595350389935391
democrats,20231005,✨MAGA Legacy✨,up (powerful figure),MAGA,overlay,133300,7286595350389935391
democrats,20231005,"McCarthy's Speakership
2023-2023🙏",up (powerful figure),Kevin McCarthy,overlay,133300,7286595350389935391
democrats,20231005,Cause karma is my boyfriend,up (powerful figure),Kevin McCarthy,sound,133300,7286595350389935391
democrats,20231006,McCarthy making history🤡✨🤭💅,up (powerful figure),Kevin McCarthy,caption,1500000,7286864251380059423
democrats,20231006,and some become the first speaker to ever be removed,up (powerful figure),Kevin McCarthy,overlay,1500000,7286864251380059423
democrats,20231011,Latest job numbers leave Republican leaders literally speechless,up (powerful figure),Republican leaders,overlay,35800,7288819222455667999
democrats,20231011,🦗🦗🦗,up (powerful figure),Republican leaders,caption,35800,7288819222455667999
democrats,20231013,Republicans in disarray.,lateral (institution),Republican Party,caption,75500,7289538044179287327
democrats,20231013,#GirlMath,lateral (institution),Republican Party,overlay,75500,7289538044179287327
democrats,20231013,"RIP Steve Scalise's speakership (October 11, 2023-October 12, 2023)",up (powerful figure),Steve Scalise,overlay,75500,7289538044179287327
democrats,20231013,"So many dreams, so many plans",up (powerful figure),Steve Scalise,sound,75500,7289538044179287327
democrats,20231013,While House Republicans remain divided...,lateral (institution),House Republicans,overlay,696200,7289563531274423582
